"Jahr","Monat","Gemeinde","Betriebe","Zimmer","Betten","Ankünfte","Logiernächte","Zimmernächte","Zimmerauslastung in %","Bettenauslastung in %"
"2025","September","Uster",5,170,310,1679,4756,3385,66,51
"2025","September","Winterthur",18,750,1478,11975,22940,16801,75,52
"2025","September","Zürich",129,9586,18960,205075,378195,246617,86,67
"2025","September","Wädenswil",3,38,71,706,944,604,56,46
"2025","September","Horgen",5,169,295,2586,4397,3163,68,53
"2025","September","Langenthal",4,147,286,2298,3352,2675,61,39
"2025","September","Bern",42,2892,5580,55882,100577,66425,77,60
"2025","September","Köniz",5,65,149,824,1636,1219,63,37
"2025","September","Biel/Bienne",8,422,719,7796,12560,9260,73,58
"2025","September","Burgdorf",4,100,242,2380,3639,2200,73,50
"2025","September","Adelboden",19,737,1532,8333,19221,11339,51,42
"2025","September","Aeschi bei Spiez",6,98,192,2485,3620,2014,69,63
"2025","September","Kandersteg",17,363,726,7408,13041,7786,71,60
"2025","September","Reichenbach im Kandertal",9,168,435,2424,3991,2275,46,31
"2025","September","Beatenberg",12,334,782,5167,12050,6646,68,52
"2025","September","Brienz (BE)",13,317,702,7727,13925,7291,77,66
"2025","September","Grindelwald",48,1596,3505,36214,77400,39567,84,75
"2025","September","Interlaken",31,1784,3880,42121,87577,46215,86,75
"2025","September","Lauterbrunnen",46,1455,3213,27049,63784,34386,81,68
"2025","September","Matten bei Interlaken",6,203,405,3466,6479,3838,63,53
"2025","September","Unterseen",12,357,823,8558,19800,9740,91,80
"2025","September","Wilderswil",9,311,649,5968,12866,7152,77,66
"2025","September","Moutier (BE)",3,34,66,209,376,327,32,19
"2025","September","Diemtigen",6,85,214,435,1036,606,26,18
"2025","September","Spiez",12,406,741,8164,15837,9746,80,71
"2025","September","Hasliberg",12,318,718,3682,7454,4165,44,35
"2025","September","Innertkirchen",9,166,355,2618,4018,2599,54,39
"2025","September","Meiringen",11,314,699,6235,9525,5690,60,45
"2025","September","Lenk",16,445,853,4825,10207,6533,49,40
"2025","September","Saanen",30,1096,2218,14157,28243,16875,56,47
"2025","September","Langnau im Emmental",4,49,96,604,1018,718,49,35
"2025","September","Schangnau",4,58,116,1303,1679,1002,59,49
"2025","September","Sigriswil",8,268,506,4296,9778,5724,73,67
"2025","September","Thun",16,477,808,10279,17785,11569,81,73
"2025","September","Herzogenbuchsee",3,41,75,417,589,408,33,26
"2025","September","Emmen",3,250,342,2274,4429,3461,46,43
"2025","September","Kriens",5,286,610,7867,13317,7294,85,73
"2025","September","Luzern",58,3364,6692,84284,153927,86956,86,77
"2025","September","Meggen",3,34,68,918,1779,912,90,88
"2025","September","Vitznau",8,297,630,4674,9108,5646,64,48
"2025","September","Weggis",19,729,1341,10130,20313,13198,61,51
"2025","September","Sursee",5,139,240,2995,4535,3135,76,64
"2025","September","Andermatt",13,475,1060,7050,11236,7309,52,36
"2025","September","Gurtnellen",4,23,85,557,575,296,50,25
"2025","September","Einsiedeln",6,205,452,3468,5872,3478,57,43
"2025","September","Feusisberg",5,216,421,3003,5092,3932,61,40
"2025","September","Freienbach",4,203,332,3325,5148,4015,66,52
"2025","September","Küssnacht (SZ)",6,145,266,2688,4797,3216,74,60
"2025","September","Ingenbohl",6,221,415,3722,6307,4218,64,51
"2025","September","Morschach",8,491,1448,11431,23358,10778,73,54
"2025","September","Schwyz",9,98,247,645,1209,665,24,18
"2025","September","Engelberg",26,954,1984,13615,25412,14403,50,43
"2025","September","Sachseln",10,283,538,3763,7281,4703,56,45
"2025","September","Sarnen",8,237,409,3184,6805,5076,71,55
"2025","September","Beckenried",5,93,199,2357,4060,2289,82,68
"2025","September","Emmetten",5,163,364,3025,5176,3181,67,49
"2025","September","Glarus Nord",12,313,713,3676,7647,4722,50,36
"2025","September","Glarus Süd",22,275,641,3707,6577,3343,41,34
"2025","September","Unterägeri",3,100,176,966,1477,1123,37,28
"2025","September","Zug",10,458,820,5160,13960,10728,78,57
"2025","September","Haut-Intyamon",3,31,64,237,333,212,24,18
"2025","September","Bulle",5,265,508,5073,7826,5904,74,51
"2025","September","Gruyères",6,96,258,2117,2625,1483,59,42
"2025","September","Fribourg",7,246,495,4617,7340,5720,78,49
"2025","September","Murten",9,149,260,1964,3681,1912,44,48
"2025","September","Plaffeien",4,99,255,1653,3034,1716,58,40
"2025","September","Egerkingen",4,217,400,4428,7310,4984,77,61
"2025","September","Grenchen",6,114,224,1007,2201,1699,50,33
"2025","September","Olten",8,295,523,3968,7038,5301,60,45
"2025","September","Solothurn",10,316,602,5753,9269,6790,72,51
"2025","September","Basel",57,4589,9317,80860,148419,106540,77,53
"2025","September","Liestal",5,162,297,1632,2418,1834,38,27
"2025","September","Pratteln",5,286,645,4510,7662,5891,69,40
"2025","September","Schaffhausen",11,353,685,7003,11130,7997,76,54
"2025","September","Hundwil",4,79,187,1621,2145,1429,61,39
"2025","September","Gais",5,184,273,775,1411,1036,19,17
"2025","September","Teufen (AR)",4,45,81,615,1045,684,51,43
"2025","September","Heiden",5,98,190,1230,3038,1814,63,54
"2025","September","Appenzell",11,226,479,4372,6903,4098,61,48
"2025","September","Gonten",5,84,198,797,2131,1575,63,36
"2025","September","St. Gallen",22,1102,2076,15890,29534,21326,65,47
"2025","September","Rorschacherberg",3,104,188,1995,3021,2002,64,54
"2025","September","Altstätten",5,99,182,857,1496,1232,41,27
"2025","September","Buchs (SG)",6,165,304,2091,4349,3288,66,48
"2025","September","Bad Ragaz",13,512,1066,6046,13014,8595,56,41
"2025","September","Flums",5,98,194,795,1561,1007,35,28
"2025","September","Quarten",10,231,577,2844,5788,3315,48,33
"2025","September","Walenstadt",5,80,163,825,1241,766,33,26
"2025","September","Amden",8,105,230,1389,2444,1367,50,41
"2025","September","Rapperswil-Jona",6,195,364,2478,4574,4286,73,42
"2025","September","Eschenbach (SG)",3,17,32,151,243,160,31,25
"2025","September","Wildhaus-Alt St. Johann",20,485,1092,5108,9496,5593,39,29
"2025","September","Neckertal",8,125,231,838,2094,1453,41,32
"2025","September","Uzwil",6,143,230,1089,3811,2926,68,55
"2025","September","Wil (SG)",5,129,253,1717,3155,2588,67,42
"2025","September","Vaz/Obervaz",16,819,1641,8622,18675,11385,47,38
"2025","September","Surses",14,305,738,3166,5304,3242,36,24
"2025","September","Poschiavo",21,330,698,4111,8877,5364,54,42
"2025","September","Laax",7,631,2355,4970,13684,6234,33,19
"2025","September","Vals",12,245,500,2568,4510,2598,35,30
"2025","September","Lumnezia",6,54,132,456,880,509,31,22
"2025","September","Ilanz/Glion",5,101,178,1412,2742,1738,57,51
"2025","September","Rheinwald",7,120,282,1811,2243,1278,36,27
"2025","September","Flims",18,660,1442,6941,17326,11208,57,40
"2025","September","Zernez",13,329,680,4948,9431,5538,57,47
"2025","September","Samnaun",24,544,1142,2833,7286,4221,28,23
"2025","September","Scuol",34,909,1930,9832,23615,13672,50,41
"2025","September","Celerina/Schlarigna",7,400,788,3417,9019,6362,53,38
"2025","September","Pontresina",22,1215,2563,12483,37278,22653,62,49
"2025","September","Samedan",9,174,434,2557,5511,3281,63,42
"2025","September","St. Moritz",30,2087,4088,30838,51239,28732,49,45
"2025","September","Bregaglia",16,332,748,3092,5583,3316,34,26
"2025","September","Val Müstair",16,243,510,3217,6956,4229,58,46
"2025","September","Davos",45,3003,5826,26448,63807,39732,45,37
"2025","September","Klosters",21,602,1273,5716,15044,8510,47,39
"2025","September","Chur",19,615,1182,16942,25465,15485,84,72
"2025","September","Arosa",40,1652,3397,9996,21863,12183,28,24
"2025","September","Maienfeld",5,124,242,2595,4067,2739,74,56
"2025","September","Breil/Brigels",11,194,418,1827,4087,2357,41,33
"2025","September","Tujetsch",10,169,494,2037,4246,2507,53,31
"2025","September","Aarau",4,133,214,1654,3406,2766,69,53
"2025","September","Baden",8,453,796,4970,11615,9575,70,49
"2025","September","Lenzburg",3,113,189,1888,3252,2674,79,57
"2025","September","Rheinfelden",5,111,175,1276,2812,1859,56,54
"2025","September","Zofingen",3,97,160,1209,2235,1889,65,47
"2025","September","Arbon",7,169,337,2986,4727,3266,65,47
"2025","September","Frauenfeld",5,164,317,1382,2913,2463,50,31
"2025","September","Kreuzlingen",6,150,295,2521,4297,2848,63,49
"2025","September","Bellinzona",17,411,851,6267,9211,6391,52,36
"2025","September","Ascona",36,1351,2693,19665,54747,30905,76,68
"2025","September","Locarno",31,918,1893,15630,33514,19716,72,59
"2025","September","Muralto",18,438,849,6904,15922,8638,66,63
"2025","September","Lugano",40,1657,3119,34359,62754,36329,73,67
"2025","September","Paradiso",9,518,1123,12805,20252,12056,78,60
"2025","September","Collina d'Oro",4,83,170,458,1098,645,26,22
"2025","September","Monteceneri",4,38,71,144,374,248,22,18
"2025","September","Chiasso",4,126,269,2189,3057,2313,61,38
"2025","September","Mendrisio",10,207,432,3707,5339,3758,61,42
"2025","September","Leysin",5,454,1442,5781,14583,7917,62,35
"2025","September","Ollon",9,506,1083,4337,8620,5659,37,27
"2025","September","Ormont-Dessus",4,123,251,1017,2339,1508,41,31
"2025","September","Bullet",5,95,211,1154,1993,1262,46,34
"2025","September","Lausanne",34,3145,5770,48568,98025,69694,74,57
"2025","September","Bourg-en-Lavaux",4,88,161,2009,3419,2169,82,71
"2025","September","Morges",6,213,472,3331,6523,4784,75,46
"2025","September","Nyon",8,335,697,4024,8180,6667,66,39
"2025","September","Château-d'Oex",5,101,191,973,2589,1727,57,45
"2025","September","Le Chenit",6,137,294,1882,2750,2062,51,32
"2025","September","Montreux",19,1403,2583,28806,49683,29196,69,64
"2025","September","Vevey",10,384,625,6033,11270,7641,66,60
"2025","September","Blonay - Saint-Légier",3,150,304,3119,4837,3145,70,53
"2025","September","Yverdon-les-Bains",6,302,603,4155,7098,5211,58,39
"2025","September","Brig-Glis",14,528,1140,9855,21297,12192,78,63
"2025","September","Nendaz",7,159,313,1967,2731,1548,34,30
"2025","September","Orsières",17,259,658,8394,9002,4155,57,49
"2025","September","Val de Bagnes",21,550,1207,3981,6912,4018,30,24
"2025","September","Goms",12,212,423,2559,4236,2667,42,33
"2025","September","Evolène",13,198,422,2578,3512,2093,36,28
"2025","September","Leukerbad",26,806,1594,10404,20230,11454,47,42
"2025","September","Martigny",8,395,723,7267,11342,7840,66,52
"2025","September","Champéry",13,324,741,2873,5159,3084,37,27
"2025","September","Saint-Maurice",3,90,156,1222,1844,1669,62,39
"2025","September","Sierre",4,126,248,881,1552,1157,31,21
"2025","September","Anniviers",22,529,1351,5105,9227,5168,41,29
"2025","September","Crans-Montana",25,913,1978,8447,17949,11709,45,32
"2025","September","Sion",5,342,657,6197,11369,7810,76,58
"2025","September","Saas-Fee",29,775,1762,8077,21724,12688,55,41
"2025","September","Saas-Grund",10,226,477,2475,6256,3660,54,44
"2025","September","Visp",4,132,259,2619,3920,3282,83,50
"2025","September","Zermatt",104,3549,7430,73898,142690,78354,76,66
"2025","September","La Grande Béroche",4,52,101,749,1147,814,52,38
"2025","September","La Chaux-de-Fonds",7,220,400,2014,3560,2787,43,31
"2025","September","Neuchâtel",16,583,1059,10733,17778,12471,71,56
"2025","September","Laténa",5,126,274,2085,3523,2434,64,43
"2025","September","Genève",89,6680,12115,97144,205411,145948,73,57
"2025","September","Lancy",3,334,699,5206,10040,7410,74,48
"2025","September","Meyrin",10,1939,3085,42851,62963,44456,76,68
"2025","September","Vernier",7,1012,1698,17199,30544,23762,78,60
"2025","September","Delémont",9,222,439,2021,3949,2595,39,30
"2025","September","Saignelégier",7,98,212,1607,2235,1471,52,37
"2025","September","Porrentruy",10,87,168,963,1359,857,33,27
"2025","September","Clos du Doubs",7,66,147,1077,1586,875,44,36
"2025","September","Moutier (JU)",...,...,...,...,...,...,...,...
"2025","Oktober","Kloten",8,1477,2779,31588,43330,31887,70,50
"2025","Oktober","Opfikon",11,2283,4779,51176,74734,51721,73,50
"2025","Oktober","Dübendorf",5,172,273,2631,4320,3159,60,52
"2025","Oktober","Uster",5,170,310,1395,3816,2835,54,40
"2025","Oktober","Winterthur",17,741,1460,10200,20629,15054,66,46
"2025","Oktober","Zürich",127,9479,18750,195148,359197,232553,79,62
"2025","Oktober","Wädenswil",3,38,71,526,726,489,44,35
"2025","Oktober","Horgen",5,169,295,1921,3376,2452,47,37
"2025","Oktober","Langenthal",4,147,286,1727,2883,2374,52,33
"2025","Oktober","Bern",42,2892,5580,55250,97029,63078,70,56
"2025","Oktober","Köniz",5,65,149,674,1361,1076,53,29
"2025","Oktober","Biel/Bienne",8,422,719,6514,10302,7556,58,46
"2025","Oktober","Burgdorf",4,100,242,2063,3341,1991,64,45
"2025","Oktober","Adelboden",19,737,1532,6709,14351,7850,39,34
"2025","Oktober","Aeschi bei Spiez",6,105,223,2497,3406,1777,56,51
"2025","Oktober","Kandersteg",15,357,714,4990,8688,4879,47,41
"2025","Oktober","Reichenbach im Kandertal",9,168,430,1382,2846,1683,33,22
"2025","Oktober","Beatenberg",11,320,757,4731,11026,5855,60,47
"2025","Oktober","Brienz (BE)",13,317,702,6317,10289,5468,58,49
"2025","Oktober","Grindelwald",46,1538,3389,27884,56806,28843,67,61
"2025","Oktober","Interlaken",31,1784,3880,39665,80828,42200,77,68
"2025","Oktober","Lauterbrunnen",39,1320,2905,15258,32400,17208,50,43
"2025","Oktober","Matten bei Interlaken",6,203,405,2555,4519,2884,51,42
"2025","Oktober","Unterseen",12,357,823,7163,17312,8408,76,68
"2025","Oktober","Wilderswil",10,330,687,5274,11204,6236,63,55
"2025","Oktober","Moutier (BE)",3,34,66,165,342,291,28,17
"2025","Oktober","Diemtigen",6,85,214,415,1149,645,31,22
"2025","Oktober","Spiez",12,406,741,6750,12886,7533,60,56
"2025","Oktober","Hasliberg",12,318,718,2840,5844,3014,34,29
"2025","Oktober","Innertkirchen",9,166,355,1004,1703,1001,24,20
"2025","Oktober","Meiringen",11,314,699,4729,6971,4007,43,34
"2025","Oktober","Lenk",16,445,853,3418,6815,4036,34,30
"2025","Oktober","Saanen",27,933,1893,10083,21359,11978,46,42
"2025","Oktober","Langnau im Emmental",4,49,96,729,884,648,43,30
"2025","Oktober","Schangnau",4,58,116,1283,1644,956,57,49
"2025","Oktober","Sigriswil",7,262,492,4303,9303,5265,66,62
"2025","Oktober","Thun",16,477,808,9367,15755,10225,69,63
"2025","Oktober","Herzogenbuchsee",3,41,75,307,397,275,22,17
"2025","Oktober","Emmen",3,250,342,1656,3370,2776,36,32
"2025","Oktober","Kriens",5,286,610,7110,11641,6089,69,62
"2025","Oktober","Luzern",58,3364,6692,76060,136020,77644,75,66
"2025","Oktober","Meggen",3,34,68,745,1415,762,81,75
"2025","Oktober","Vitznau",7,276,589,3519,6565,3992,47,36
"2025","Oktober","Weggis",19,729,1341,8360,16806,10431,46,40
"2025","Oktober","Sursee",4,132,227,2330,4037,2772,68,57
"2025","Oktober","Andermatt",12,468,1045,4689,8015,4907,38,28
"2025","Oktober","Gurtnellen",4,23,85,281,287,155,25,12
"2025","Oktober","Einsiedeln",6,205,452,2510,4245,2822,45,31
"2025","Oktober","Feusisberg",5,216,421,3023,4873,3634,54,37
"2025","Oktober","Freienbach",4,203,332,2464,4409,3060,49,43
"2025","Oktober","Küssnacht (SZ)",6,145,266,1555,2792,2158,49,34
"2025","Oktober","Ingenbohl",6,221,415,2774,4391,2891,42,34
"2025","Oktober","Morschach",8,491,1448,11295,26973,10119,67,60
"2025","Oktober","Schwyz",9,132,315,1002,1454,810,21,16
"2025","Oktober","Engelberg",26,954,1984,8851,17324,9442,33,29
"2025","Oktober","Sachseln",10,283,538,2697,5337,3419,39,32
"2025","Oktober","Sarnen",8,237,409,2758,5670,4215,57,45
"2025","Oktober","Beckenried",5,90,191,2294,3825,2107,76,65
"2025","Oktober","Emmetten",5,163,364,2375,3579,2055,41,32
"2025","Oktober","Glarus Nord",12,313,713,2918,6193,3620,37,28
"2025","Oktober","Glarus Süd",22,275,641,2779,6005,2402,31,34
"2025","Oktober","Unterägeri",3,100,176,605,1155,900,29,21
"2025","Oktober","Zug",10,458,820,3897,12532,9891,70,49
"2025","Oktober","Haut-Intyamon",3,31,64,143,249,170,21,15
"2025","Oktober","Bulle",5,265,508,4452,7549,5840,72,48
"2025","Oktober","Gruyères",6,96,258,1950,2678,1522,51,33
"2025","Oktober","Fribourg",7,246,495,3961,6470,5271,69,42
"2025","Oktober","Murten",9,149,260,1647,2807,1860,41,36
"2025","Oktober","Plaffeien",4,99,255,1187,2418,1716,56,31
"2025","Oktober","Egerkingen",4,217,400,3941,5871,3888,58,47
"2025","Oktober","Grenchen",6,114,224,949,2206,1740,49,32
"2025","Oktober","Olten",8,295,523,3455,6309,5094,56,39
"2025","Oktober","Solothurn",10,316,602,4801,7404,5454,56,40
"2025","Oktober","Basel",57,4635,9450,81290,148918,101023,70,51
"2025","Oktober","Liestal",5,162,297,1261,2048,1558,31,22
"2025","Oktober","Pratteln",5,286,645,4845,7685,5678,64,39
"2025","Oktober","Schaffhausen",11,353,685,5592,9471,6550,60,45
"2025","Oktober","Hundwil",4,79,187,1560,2096,1289,53,36
"2025","Oktober","Gais",5,184,273,491,1216,945,17,14
"2025","Oktober","Teufen (AR)",4,45,81,429,728,480,34,29
"2025","Oktober","Heiden",5,98,190,1169,2676,1594,52,45
"2025","Oktober","Appenzell",11,226,479,3058,4821,2886,45,36
"2025","Oktober","Gonten",5,84,198,709,1847,1366,53,31
"2025","Oktober","St. Gallen",20,1066,1994,15385,29298,21868,66,47
"2025","Oktober","Rorschacherberg",3,104,188,1339,2330,1529,47,40
"2025","Oktober","Altstätten",5,99,182,750,1425,1124,37,25
"2025","Oktober","Buchs (SG)",6,165,304,1539,3478,2700,53,37
"2025","Oktober","Bad Ragaz",12,502,1012,5617,12358,7942,52,40
"2025","Oktober","Flums",6,113,224,648,1321,830,25,21
"2025","Oktober","Quarten",10,231,577,2132,3321,1790,30,22
"2025","Oktober","Walenstadt",4,55,103,470,732,487,29,23
"2025","Oktober","Amden",7,92,204,837,1567,950,36,27
"2025","Oktober","Rapperswil-Jona",6,195,364,1993,3566,3316,55,32
"2025","Oktober","Eschenbach (SG)",3,17,32,117,178,116,23,18
"2025","Oktober","Wildhaus-Alt St. Johann",20,485,1092,3122,7050,4343,32,24
"2025","Oktober","Neckertal",8,125,231,820,2180,1252,36,35
"2025","Oktober","Uzwil",6,143,230,1032,4011,3103,70,56
"2025","Oktober","Wil (SG)",5,129,253,1790,2974,2372,59,38
"2025","Oktober","Vaz/Obervaz",16,819,1641,7640,18157,8617,38,39
"2025","Oktober","Surses",13,272,637,1415,2494,1445,25,19
"2025","Oktober","Poschiavo",20,326,690,4176,8381,5146,51,39
"2025","Oktober","Laax",7,631,2355,3864,14436,6516,40,23
"2025","Oktober","Vals",12,245,500,2796,5039,2887,39,34
"2025","Oktober","Lumnezia",6,54,132,314,588,349,27,20
"2025","Oktober","Ilanz/Glion",5,101,178,993,1706,1154,37,31
"2025","Oktober","Rheinwald",6,114,266,1055,1577,979,28,19
"2025","Oktober","Flims",15,524,1134,3582,8818,5239,43,32
"2025","Oktober","Zernez",13,329,680,4926,9955,5669,57,49
"2025","Oktober","Samnaun",12,329,697,1064,2485,1400,24,22
"2025","Oktober","Scuol",34,909,1930,9742,26624,14829,54,45
"2025","Oktober","Celerina/Schlarigna",7,400,788,3333,8979,5648,46,37
"2025","Oktober","Pontresina",21,1074,2219,11637,32565,18899,69,58
"2025","Oktober","Samedan",8,125,256,1601,3796,2342,62,49
"2025","Oktober","St. Moritz",26,1470,2840,18674,34517,19030,46,43
"2025","Oktober","Bregaglia",14,296,676,2389,4792,2908,34,24
"2025","Oktober","Val Müstair",16,243,510,2770,6435,3917,56,43
"2025","Oktober","Davos",41,2764,5375,19599,44845,26638,37,32
"2025","Oktober","Klosters",20,591,1255,3167,8755,4690,35,31
"2025","Oktober","Chur",19,615,1182,13626,21229,13662,73,59
"2025","Oktober","Arosa",31,1093,2281,5864,13086,6800,26,23
"2025","Oktober","Maienfeld",5,124,242,1984,3267,2186,57,44
"2025","Oktober","Breil/Brigels",11,194,418,1669,4216,2338,42,35
"2025","Oktober","Tujetsch",10,169,494,995,3321,1663,38,25
"2025","Oktober","Aarau",4,133,214,1527,3244,2611,63,49
"2025","Oktober","Baden",8,453,796,4814,11060,9071,65,45
"2025","Oktober","Lenzburg",3,113,189,1573,3022,2540,73,52
"2025","Oktober","Rheinfelden",5,111,175,1191,2948,1942,56,54
"2025","Oktober","Zofingen",3,97,160,859,1619,1391,46,33
"2025","Oktober","Arbon",6,150,307,1711,3384,2420,52,36
"2025","Oktober","Frauenfeld",5,164,317,1200,2707,2249,44,28
"2025","Oktober","Kreuzlingen",6,150,295,1593,3082,2206,48,34
"2025","Oktober","Bellinzona",16,405,840,5477,8227,5812,47,32
"2025","Oktober","Ascona",36,1351,2693,16393,45689,25410,62,56
"2025","Oktober","Locarno",31,918,1893,15626,33262,18422,65,57
"2025","Oktober","Muralto",18,438,849,7080,15860,9046,69,62
"2025","Oktober","Lugano",40,1657,3119,28378,53893,33212,65,56
"2025","Oktober","Paradiso",9,518,1123,11514,19098,11286,70,55
"2025","Oktober","Collina d'Oro",4,83,170,387,958,572,22,18
"2025","Oktober","Monteceneri",4,38,71,108,268,168,14,12
"2025","Oktober","Chiasso",4,126,269,1931,2836,2260,58,34
"2025","Oktober","Mendrisio",10,207,432,3531,5214,3585,56,39
"2025","Oktober","Leysin",5,454,1442,4591,10100,4959,38,24
"2025","Oktober","Ollon",9,506,1083,2443,4173,2866,19,13
"2025","Oktober","Ormont-Dessus",4,123,251,522,1375,939,35,25
"2025","Oktober","Bullet",4,87,173,902,1861,1239,46,35
"2025","Oktober","Lausanne",34,3105,5690,44703,86638,61802,64,49
"2025","Oktober","Bourg-en-Lavaux",4,88,161,1898,2856,1829,67,57
"2025","Oktober","Morges",6,213,472,3580,5766,3527,53,39
"2025","Oktober","Nyon",8,335,697,3368,6986,5727,55,32
"2025","Oktober","Château-d'Oex",4,90,167,681,1513,1338,48,29
"2025","Oktober","Le Chenit",6,137,294,1536,2678,1981,51,32
"2025","Oktober","Montreux",19,1403,2583,21577,38040,23245,53,48
"2025","Oktober","Vevey",10,384,625,3800,7139,4809,40,37
"2025","Oktober","Blonay - Saint-Légier",3,150,304,2322,3560,2335,50,38
"2025","Oktober","Yverdon-les-Bains",6,302,603,2905,4761,3387,36,25
"2025","Oktober","Brig-Glis",13,509,1106,7135,15909,9801,63,47
"2025","Oktober","Nendaz",6,150,295,2365,3385,1706,38,38
"2025","Oktober","Orsières",10,173,424,1344,1725,977,19,13
"2025","Oktober","Val de Bagnes",10,269,595,2111,3840,2282,29,22
"2025","Oktober","Goms",12,212,423,1620,3203,1929,35,29
"2025","Oktober","Evolène",10,162,349,1484,2185,1148,28,24
"2025","Oktober","Leukerbad",24,775,1533,10430,20044,10707,48,45
"2025","Oktober","Martigny",8,395,723,5325,9153,6347,52,41
"2025","Oktober","Champéry",12,292,677,2489,4073,2336,27,21
"2025","Oktober","Saint-Maurice",3,90,156,1069,2179,1637,59,45
"2025","Oktober","Sierre",4,126,248,558,1036,714,18,13
"2025","Oktober","Anniviers",20,513,1319,2663,5659,3029,21,15
"2025","Oktober","Crans-Montana",19,643,1452,3072,5495,3409,23,17
"2025","Oktober","Sion",5,342,657,5618,9846,6883,65,48
"2025","Oktober","Saas-Fee",28,758,1733,8228,19197,10831,48,38
"2025","Oktober","Saas-Grund",10,226,477,1410,4082,2363,44,37
"2025","Oktober","Visp",4,132,259,1975,3740,2981,73,47
"2025","Oktober","Zermatt",94,3050,6491,46543,87372,45553,63,56
"2025","Oktober","La Grande Béroche",4,52,101,144,267,176,11,9
"2025","Oktober","La Chaux-de-Fonds",7,220,400,1740,2921,2270,34,24
"2025","Oktober","Neuchâtel",16,583,1059,7943,14016,9851,55,43
"2025","Oktober","Laténa",5,126,274,1478,2744,1911,49,32
"2025","Oktober","Genève",88,6655,12070,86083,194090,141259,69,52
"2025","Oktober","Lancy",3,334,699,4581,8220,5916,57,38
"2025","Oktober","Meyrin",10,1939,3085,39529,59598,42043,70,62
"2025","Oktober","Vernier",7,1012,1698,14901,27558,21938,70,52
"2025","Oktober","Delémont",9,222,439,1626,3097,2664,39,23
"2025","Oktober","Saignelégier",7,98,212,1110,1831,1243,45,31
"2025","Oktober","Porrentruy",10,87,168,902,1643,1106,41,32
"2025","Oktober","Clos du Doubs",7,66,147,616,807,461,23,18
"2025","Oktober","Moutier (JU)",...,...,...,...,...,...,...,...
"2025","November","Kloten",8,1477,2779,25793,35747,28079,63,43
"2025","November","Opfikon",11,2283,4779,37133,56128,42465,62,39
"2025","November","Dübendorf",5,172,273,2317,3752,2863,57,47
"2025","November","Uster",5,170,310,1209,3309,2417,47,36
"2025","November","Winterthur",17,741,1460,9302,17089,13494,61,39
"2025","November","Zürich",127,9479,18750,179084,322486,219528,77,57
"2025","November","Wädenswil",3,38,71,364,510,348,32,25
"2025","November","Horgen",5,169,295,1740,3138,2317,46,35
"2025","November","Langenthal",4,147,286,2256,3316,2714,62,39
"2025","November","Bern",41,2837,5492,52966,80679,57684,68,49
"2025","November","Köniz",5,65,149,660,1554,878,45,35
"2025","November","Biel/Bienne",8,422,719,5816,8718,6558,52,40
"2025","November","Burgdorf",4,100,242,1572,2309,1570,52,32
"2025","November","Adelboden",15,587,1202,3860,6693,3743,23,20
"2025","November","Aeschi bei Spiez",6,105,223,694,1072,665,25,19
"2025","November","Kandersteg",9,198,431,2264,3705,2182,37,29
"2025","November","Reichenbach im Kandertal",3,87,200,557,1822,1026,39,30
"2025","November","Beatenberg",9,295,708,1917,3695,2370,32,21
"2025","November","Brienz (BE)",9,262,542,2499,3969,2219,28,24
"2025","November","Grindelwald",23,964,2079,9536,17287,9433,39,35
"2025","November","Interlaken",29,1752,3788,24283,43806,24891,48,39
"2025","November","Lauterbrunnen",16,620,1307,2767,5002,3064,18,14
"2025","November","Matten bei Interlaken",5,180,358,1492,3238,2025,41,34
"2025","November","Unterseen",11,335,783,4018,9390,4674,50,44
"2025","November","Wilderswil",9,313,645,3110,5015,2995,32,26
"2025","November","Moutier (BE)",3,34,66,193,299,248,24,15
"2025","November","Diemtigen",6,85,214,92,202,109,8,6
"2025","November","Spiez",12,406,741,4356,7100,4748,39,32
"2025","November","Hasliberg",9,268,607,542,1491,919,15,10
"2025","November","Innertkirchen",5,77,147,67,254,163,8,7
"2025","November","Meiringen",10,295,641,1975,2807,1807,24,17
"2025","November","Lenk",6,210,427,1722,2877,1758,29,23
"2025","November","Saanen",15,575,1091,4581,9362,5827,46,40
"2025","November","Langnau im Emmental",4,49,96,582,729,532,36,25
"2025","November","Schangnau",4,58,116,649,786,493,40,31
"2025","November","Sigriswil",7,262,492,3776,7385,4221,55,51
"2025","November","Thun",16,477,808,5640,9978,6765,47,41
"2025","November","Herzogenbuchsee",3,41,75,271,541,387,31,24
"2025","November","Emmen",3,250,342,1014,2224,1987,26,22
"2025","November","Kriens",5,286,610,4600,7771,4755,55,42
"2025","November","Luzern",56,3239,6440,49419,86370,53928,57,46
"2025","November","Meggen",3,34,68,593,1001,621,68,54
"2025","November","Vitznau",7,276,589,2047,3907,2546,31,22
"2025","November","Weggis",19,729,1341,5918,11436,7798,38,30
"2025","November","Sursee",4,132,227,2048,3412,2555,65,50
"2025","November","Andermatt",8,406,910,3629,6348,3697,31,24
"2025","November","Gurtnellen",3,15,65,111,118,71,16,6
"2025","November","Einsiedeln",6,205,452,2140,3468,2611,42,26
"2025","November","Feusisberg",5,216,421,2908,4761,3385,52,38
"2025","November","Freienbach",4,203,332,2037,3167,2501,41,32
"2025","November","Küssnacht (SZ)",4,126,231,1035,1922,1673,44,28
"2025","November","Ingenbohl",6,221,415,2527,3895,3268,49,31
