"Jahr","Monat","Gemeinde","Betriebe","Zimmer","Betten","Ankünfte","Logiernächte","Zimmernächte","Zimmerauslastung in %","Bettenauslastung in %"
"2024","Mai","Sachseln",10,283,529,4011,6667,4049,47,42
"2024","Mai","Sarnen",7,199,344,2565,4763,3260,53,45
"2024","Mai","Beckenried",6,106,273,2373,3912,2108,64,46
"2024","Mai","Emmetten",5,163,364,2593,3912,2303,46,36
"2024","Mai","Glarus Nord",11,306,701,2641,6129,3525,37,28
"2024","Mai","Glarus Süd",20,269,628,2157,4456,2033,27,26
"2024","Mai","Unterägeri",4,108,188,1473,2201,1420,42,38
"2024","Mai","Zug",9,420,730,3721,9338,7219,55,41
"2024","Mai","Haut-Intyamon",4,34,74,225,393,267,27,18
"2024","Mai","Bulle",5,245,468,4725,7388,4737,62,51
"2024","Mai","Gruyères",6,96,258,1770,2441,1278,43,31
"2024","Mai","Fribourg",7,269,528,4381,6377,4645,56,39
"2024","Mai","Murten",8,142,246,1840,2965,2111,49,40
"2024","Mai","Plaffeien",4,99,255,1301,2156,1235,40,27
"2024","Mai","Egerkingen",4,217,392,5815,8977,5772,86,74
"2024","Mai","Grenchen",4,77,163,897,1443,1070,45,29
"2024","Mai","Olten",8,290,520,4366,7518,5421,61,47
"2024","Mai","Solothurn",9,300,581,5731,8997,6208,67,50
"2024","Mai","Basel",58,4584,9091,74945,138114,87895,62,49
"2024","Mai","Liestal",5,162,297,1694,2705,1971,39,29
"2024","Mai","Pratteln",5,286,645,4837,7422,5139,58,37
"2024","Mai","Schaffhausen",12,398,761,7014,10539,7240,59,45
"2024","Mai","Hundwil",4,79,187,1203,1992,1289,54,35
"2024","Mai","Gais",5,184,273,643,857,678,12,10
"2024","Mai","Teufen (AR)",4,41,73,532,894,615,48,40
"2024","Mai","Heiden",4,94,182,1285,2809,1730,60,51
"2024","Mai","Appenzell",10,211,449,3448,5197,3022,46,37
"2024","Mai","Gonten",5,70,150,1059,2049,1362,65,46
"2024","Mai","St. Gallen",22,1104,2061,15667,28473,20082,59,45
"2024","Mai","Rorschacherberg",3,104,188,1841,2807,1775,55,48
"2024","Mai","Altstätten",5,99,192,608,1590,992,32,27
"2024","Mai","Buchs (SG)",6,165,295,1614,2719,1921,38,30
"2024","Mai","Bad Ragaz",10,468,901,5067,11648,7468,51,42
"2024","Mai","Flums",4,70,144,194,258,151,13,10
"2024","Mai","Quarten",9,201,503,2395,4435,2280,41,32
"2024","Mai","Walenstadt",4,71,145,466,844,561,39,31
"2024","Mai","Amden",7,102,224,1156,2000,1067,37,32
"2024","Mai","Rapperswil-Jona",6,195,364,2098,3719,3348,55,33
"2024","Mai","Eschenbach (SG)",3,17,32,114,138,89,18,15
"2024","Mai","Wildhaus-Alt St. Johann",19,456,1030,3168,6405,4010,34,25
"2024","Mai","Neckertal",8,120,221,940,1879,938,27,30
"2024","Mai","Uzwil",7,153,252,962,3226,2529,53,41
"2024","Mai","Wil (SG)",5,129,245,1779,2783,2089,52,37
"2024","Mai","Vaz/Obervaz",10,565,1242,3153,6525,3351,22,19
"2024","Mai","Surses",14,329,769,1241,2027,1173,15,12
"2024","Mai","Poschiavo",21,297,621,3079,5998,3683,40,31
"2024","Mai","Laax",6,625,2015,2986,9560,4565,26,16
"2024","Mai","Vals",8,212,420,2054,3843,2129,34,31
"2024","Mai","Lumnezia",7,52,126,118,233,141,14,10
"2024","Mai","Ilanz/Glion",5,102,179,1254,1763,1357,44,33
"2024","Mai","Rheinwald",5,75,163,517,941,639,27,19
"2024","Mai","Flims",17,627,1307,2232,6083,3742,35,26
"2024","Mai","Zernez",10,301,625,1738,2875,1725,21,17
"2024","Mai","Samnaun",5,131,238,438,775,440,16,16
"2024","Mai","Scuol",25,735,1565,2977,6435,3540,25,21
"2024","Mai","Celerina/Schlarigna",6,304,618,2117,3830,2204,23,20
"2024","Mai","Pontresina",7,308,686,2748,4362,2669,41,28
"2024","Mai","Samedan",6,129,281,449,671,435,14,10
"2024","Mai","St. Moritz",20,1256,2430,19350,28271,15531,43,40
"2024","Mai","Bregaglia",12,137,274,723,1341,939,26,18
"2024","Mai","Val Müstair",14,183,393,1014,2438,1571,34,24
"2024","Mai","Davos",28,2040,4081,9833,22826,14637,33,26
"2024","Mai","Klosters",12,315,699,1183,3234,1873,29,22
"2024","Mai","Chur",16,555,1065,14884,22135,13947,81,67
"2024","Mai","Arosa",8,141,363,455,1117,591,14,11
"2024","Mai","Maienfeld",5,124,242,1951,3491,2178,57,47
"2024","Mai","Breil/Brigels",10,189,414,765,1758,991,26,20
"2024","Mai","Tujetsch",9,155,460,588,1311,659,18,11
"2024","Mai","Aarau",4,134,222,1729,2833,2140,52,41
"2024","Mai","Baden",9,461,765,5716,11941,9122,64,50
"2024","Mai","Lenzburg",3,113,189,1616,3006,2309,66,51
"2024","Mai","Rheinfelden",4,76,125,1005,2422,1478,63,63
"2024","Mai","Zofingen",3,97,160,914,2133,1568,52,43
"2024","Mai","Arbon",7,169,337,3360,4833,3105,59,46
"2024","Mai","Frauenfeld",5,167,320,1152,2428,2066,40,24
"2024","Mai","Kreuzlingen",6,150,295,3139,5219,3393,73,57
"2024","Mai","Bellinzona",17,417,861,6333,8866,5844,45,33
"2024","Mai","Ascona",36,1353,2709,17167,46403,25110,60,55
"2024","Mai","Locarno",23,832,1748,13182,28044,15660,61,52
"2024","Mai","Muralto",17,426,832,6823,14218,8434,64,55
"2024","Mai","Lugano",41,1721,3085,30297,55124,33167,62,58
"2024","Mai","Paradiso",9,518,1123,10973,18205,10692,67,52
"2024","Mai","Collina d'Oro",4,83,170,409,987,544,21,19
"2024","Mai","Monteceneri",4,38,71,169,240,158,13,11
"2024","Mai","Chiasso",4,126,269,2135,3173,1903,49,38
"2024","Mai","Mendrisio",9,200,418,3928,5444,3534,57,42
"2024","Mai","Leysin",3,264,1080,4304,8519,3825,50,26
"2024","Mai","Ollon",7,432,820,2099,3643,2420,21,16
"2024","Mai","Ormont-Dessus",5,230,461,1389,4481,3169,44,31
"2024","Mai","Bullet",4,85,191,812,1884,1147,44,32
"2024","Mai","Lausanne",34,3145,5770,47458,91998,62392,64,51
"2024","Mai","Bourg-en-Lavaux",4,88,161,2000,3212,2161,79,64
"2024","Mai","Morges",7,230,502,4036,6921,4039,57,44
"2024","Mai","Nyon",8,335,697,4654,8783,6623,64,41
"2024","Mai","Château-d'Oex",4,95,175,657,1519,1074,36,28
"2024","Mai","Le Chenit",6,137,288,1681,2567,1776,42,29
"2024","Mai","Montreux",19,1329,2459,23643,46867,27582,67,62
"2024","Mai","Vevey",11,404,652,4845,9752,6901,55,48
"2024","Mai","Blonay - Saint-Légier",4,154,312,3335,4873,2718,57,51
"2024","Mai","Yverdon-les-Bains",6,302,603,4268,6978,4672,50,37
"2024","Mai","Brig-Glis",14,529,1135,7737,16866,10214,63,48
"2024","Mai","Nendaz",5,105,205,680,1030,555,23,22
"2024","Mai","Orsières",10,158,343,665,1084,693,19,14
"2024","Mai","Val de Bagnes",9,228,500,1208,2040,1207,19,15
"2024","Mai","Goms",11,201,400,686,1149,719,20,16
"2024","Mai","Evolène",9,140,297,319,489,263,15,13
"2024","Mai","Leukerbad",21,656,1251,5668,9346,5183,33,31
"2024","Mai","Martigny",7,345,623,5885,8189,5221,49,42
"2024","Mai","Champéry",11,309,648,1723,3375,2068,22,17
"2024","Mai","Saint-Maurice",3,90,156,961,1841,1390,50,38
"2024","Mai","Sierre",5,138,274,1055,1863,1246,29,22
"2024","Mai","Anniviers",9,165,378,566,1107,728,16,10
"2024","Mai","Crans-Montana",14,390,918,2718,4539,2628,23,17
"2024","Mai","Sion",6,329,636,6138,10068,7203,71,51
"2024","Mai","Saas-Fee",7,236,551,1326,2392,1404,32,25
"2024","Mai","Saas-Grund",5,123,243,439,1035,586,25,23
"2024","Mai","Visp",4,132,259,2054,3662,2793,68,46
"2024","Mai","Zermatt",64,2331,4913,47901,79710,39562,67,64
"2024","Mai","La Grande Béroche",4,51,95,674,1186,804,51,40
"2024","Mai","La Chaux-de-Fonds",7,215,361,1835,2963,2237,34,26
"2024","Mai","Neuchâtel",15,565,1004,8907,15577,11043,63,50
"2024","Mai","Laténa",...,...,...,...,...,...,...,...
"2024","Mai","Genève",88,6991,12320,95358,213015,155348,72,56
"2024","Mai","Lancy",3,334,699,5102,10942,7628,74,50
"2024","Mai","Meyrin",12,1970,3147,37148,64847,48381,79,66
"2024","Mai","Vernier",6,998,1670,14584,30868,20966,68,60
"2024","Mai","Delémont",9,222,439,2212,4136,3618,53,31
"2024","Mai","Saignelégier",7,98,212,1328,2214,1367,47,35
"2024","Mai","Porrentruy",10,87,169,913,1459,960,36,28
"2024","Mai","Clos du Doubs",6,59,133,1042,1571,876,50,40
"2024","Mai","Moutier (JU)",...,...,...,...,...,...,...,...
"2024","Juni","Kloten",7,1387,2599,33687,47553,33385,80,61
"2024","Juni","Opfikon",10,2285,4524,55245,85247,55106,80,63
"2024","Juni","Dübendorf",5,172,273,2403,4370,3369,66,54
"2024","Juni","Uster",5,170,310,1673,4686,3502,69,50
"2024","Juni","Winterthur",18,763,1469,14216,24537,17128,75,56
"2024","Juni","Zürich",126,9341,18338,220431,403558,251419,90,73
"2024","Juni","Wädenswil",4,69,122,1250,1909,1376,68,53
"2024","Juni","Horgen",5,169,295,2147,3890,2882,57,44
"2024","Juni","Langenthal",4,147,286,2200,3499,2822,64,41
"2024","Juni","Bern",41,2874,5544,64652,111251,68404,79,67
"2024","Juni","Köniz",5,65,146,853,1844,981,50,42
"2024","Juni","Biel/Bienne",8,443,844,7624,12101,9186,69,48
"2024","Juni","Burgdorf",4,100,242,2497,3676,2193,73,51
"2024","Juni","Adelboden",18,700,1473,7693,17517,10359,54,44
"2024","Juni","Aeschi bei Spiez",5,87,170,2019,2759,1618,63,55
"2024","Juni","Kandersteg",17,359,718,7226,13943,7751,72,65
"2024","Juni","Reichenbach im Kandertal",9,173,421,2559,4648,2765,54,37
"2024","Juni","Beatenberg",12,334,782,7670,17045,7888,79,73
"2024","Juni","Brienz (BE)",13,313,699,8804,16302,8102,88,80
"2024","Juni","Grindelwald",49,1656,3703,42660,91414,42968,89,84
"2024","Juni","Interlaken",31,1775,3879,46427,94491,48583,91,81
"2024","Juni","Lauterbrunnen",44,1274,2737,24498,59408,30748,83,75
"2024","Juni","Matten bei Interlaken",6,203,405,3475,7399,4271,70,61
"2024","Juni","Unterseen",13,371,841,9449,20984,10001,90,83
"2024","Juni","Wilderswil",10,332,694,6091,13330,7120,73,66
"2024","Juni","Moutier (BE)",3,34,66,213,353,295,29,18
"2024","Juni","Diemtigen",5,72,191,335,761,398,22,15
"2024","Juni","Spiez",13,396,720,9021,17184,10083,85,80
"2024","Juni","Hasliberg",12,317,717,3572,7329,3883,42,36
"2024","Juni","Innertkirchen",9,165,368,2513,3865,2229,45,35
"2024","Juni","Meiringen",12,317,750,6768,10142,5523,58,45
"2024","Juni","Lenk",15,436,838,4876,9526,6101,50,40
"2024","Juni","Saanen",28,1053,2126,11959,25592,14627,52,46
"2024","Juni","Langnau im Emmental",4,47,92,759,1196,805,57,43
"2024","Juni","Schangnau",4,58,116,1257,1684,968,56,48
"2024","Juni","Sigriswil",9,288,540,4823,11158,6302,75,70
"2024","Juni","Thun",16,477,808,12681,20795,12691,89,86
"2024","Juni","Herzogenbuchsee",3,41,75,400,587,449,37,26
"2024","Juni","Emmen",3,250,342,2007,4170,3257,43,41
"2024","Juni","Kriens",4,258,551,7853,14068,7323,95,85
"2024","Juni","Luzern",55,3286,6472,86758,156113,86249,87,80
"2024","Juni","Meggen",3,34,68,1128,1916,961,94,94
"2024","Juni","Vitznau",9,317,668,5274,10458,5957,63,52
"2024","Juni","Weggis",21,767,1417,11110,23429,14939,65,56
"2024","Juni","Sursee",5,139,240,3326,4894,3229,78,69
"2024","Juni","Andermatt",13,487,1101,6692,11604,7042,48,35
"2024","Juni","Gurtnellen",5,43,133,783,825,396,31,21
"2024","Juni","Einsiedeln",8,210,464,3864,6700,4034,64,48
"2024","Juni","Feusisberg",5,216,421,3838,6385,4306,68,51
"2024","Juni","Freienbach",5,212,350,3499,5853,4261,67,56
"2024","Juni","Küssnacht (SZ)",7,152,282,2742,4594,3104,68,54
"2024","Juni","Ingenbohl",6,221,415,4318,6800,4449,67,55
"2024","Juni","Morschach",8,455,1237,10639,21403,9287,68,58
"2024","Juni","Schwyz",10,133,315,1442,2124,1350,36,24
"2024","Juni","Engelberg",26,954,1986,18470,36734,20033,70,62
"2024","Juni","Sachseln",10,283,529,4371,8596,5547,65,54
"2024","Juni","Sarnen",7,199,344,2864,5791,4101,69,56
"2024","Juni","Beckenried",6,106,273,2397,4355,2385,75,53
"2024","Juni","Emmetten",5,163,364,3138,5256,3178,65,48
"2024","Juni","Glarus Nord",11,306,701,3832,8153,4695,51,39
"2024","Juni","Glarus Süd",21,279,650,2631,4822,2664,34,26
"2024","Juni","Unterägeri",4,108,188,1986,3270,2267,70,58
"2024","Juni","Zug",9,420,730,5342,11936,9402,75,55
"2024","Juni","Haut-Intyamon",4,34,74,180,333,213,22,16
"2024","Juni","Bulle",5,245,468,4315,6669,4945,67,48
"2024","Juni","Gruyères",6,96,258,2068,2554,1433,50,33
"2024","Juni","Fribourg",7,269,528,4251,6589,5360,66,42
"2024","Juni","Murten",9,153,268,1888,3125,2308,52,40
"2024","Juni","Plaffeien",4,99,255,1557,2506,1345,45,33
"2024","Juni","Egerkingen",4,217,392,5805,8599,5333,82,73
"2024","Juni","Grenchen",4,77,163,955,1693,1340,58,35
"2024","Juni","Olten",8,290,520,4553,8310,6325,73,53
"2024","Juni","Solothurn",9,300,581,6300,9599,6903,77,55
"2024","Juni","Basel",58,4589,9147,75544,144817,97670,71,53
"2024","Juni","Liestal",5,162,297,1806,2988,2268,47,34
"2024","Juni","Pratteln",5,286,645,4640,8008,5766,67,42
"2024","Juni","Schaffhausen",12,398,761,7306,11196,7803,65,49
"2024","Juni","Hundwil",4,79,187,1546,2059,1353,58,37
"2024","Juni","Gais",5,184,273,1121,1431,1202,22,17
"2024","Juni","Teufen (AR)",4,41,73,592,1053,573,47,48
"2024","Juni","Heiden",4,94,182,1343,2517,1557,56,47
"2024","Juni","Appenzell",10,211,449,3949,6778,3956,66,53
"2024","Juni","Gonten",5,70,150,1080,2434,1645,79,55
"2024","Juni","St. Gallen",22,1102,2064,15732,29736,21364,65,48
"2024","Juni","Rorschacherberg",3,104,188,1967,2916,1934,62,52
"2024","Juni","Altstätten",5,99,192,718,1304,1018,34,23
"2024","Juni","Buchs (SG)",6,165,295,1722,3057,2262,46,35
"2024","Juni","Bad Ragaz",12,492,1014,5279,12172,7965,55,42
"2024","Juni","Flums",6,107,214,726,1389,880,30,24
"2024","Juni","Quarten",10,231,554,3092,5414,3178,49,34
"2024","Juni","Walenstadt",5,80,163,1112,1446,923,38,30
"2024","Juni","Amden",7,102,224,1356,2319,1273,47,39
"2024","Juni","Rapperswil-Jona",6,195,364,2554,4872,4228,72,45
"2024","Juni","Eschenbach (SG)",3,17,32,165,223,119,23,23
"2024","Juni","Wildhaus-Alt St. Johann",18,456,1026,3376,7291,4683,36,25
"2024","Juni","Neckertal",8,120,221,740,1904,1293,37,30
"2024","Juni","Uzwil",7,153,252,974,3290,2618,57,44
"2024","Juni","Wil (SG)",5,129,245,2011,2989,2148,56,41
"2024","Juni","Vaz/Obervaz",17,869,1938,7520,14709,8696,37,28
"2024","Juni","Surses",15,341,791,2597,4548,2650,26,19
"2024","Juni","Poschiavo",21,299,633,4352,8314,5016,56,44
"2024","Juni","Laax",6,608,1981,2684,8552,4419,24,14
"2024","Juni","Vals",11,243,492,2107,3483,2135,30,24
"2024","Juni","Lumnezia",8,61,142,371,797,492,29,20
"2024","Juni","Ilanz/Glion",5,102,179,1151,2081,1641,54,39
"2024","Juni","Rheinwald",7,95,209,1278,1790,1097,40,30
"2024","Juni","Flims",18,680,1430,4805,14027,9088,46,35
"2024","Juni","Zernez",13,329,680,4278,7729,4590,47,38
"2024","Juni","Samnaun",16,397,834,1320,2444,1446,32,26
"2024","Juni","Scuol",35,925,1954,8080,21261,12570,47,38
"2024","Juni","Celerina/Schlarigna",7,400,788,2915,6072,4445,37,26
"2024","Juni","Pontresina",21,1053,2159,8507,24269,14119,55,45
"2024","Juni","Samedan",8,161,343,1591,2824,1744,38,28
"2024","Juni","St. Moritz",32,2346,4421,28831,52371,29567,50,47
"2024","Juni","Bregaglia",16,334,748,2335,4226,2618,30,21
"2024","Juni","Val Müstair",17,256,531,3081,5893,3796,50,37
"2024","Juni","Davos",45,2956,5894,21356,50651,34101,43,32
"2024","Juni","Klosters",23,625,1352,4128,9003,5092,31,25
"2024","Juni","Chur",16,555,1065,15151,22303,14230,85,70
"2024","Juni","Arosa",36,1392,2825,5240,11343,6424,25,22
"2024","Juni","Maienfeld",5,124,242,2163,3651,2450,66,50
"2024","Juni","Breil/Brigels",10,159,358,906,2349,1458,31,22
"2024","Juni","Tujetsch",9,155,460,1324,2402,1402,31,18
"2024","Juni","Aarau",4,134,222,2183,3367,2585,64,51
"2024","Juni","Baden",9,461,765,6283,13002,10213,74,57
"2024","Juni","Lenzburg",3,113,189,2142,3343,2599,77,59
"2024","Juni","Rheinfelden",4,76,125,1072,2312,1474,65,62
"2024","Juni","Zofingen",3,97,160,1319,2336,1856,64,49
"2024","Juni","Arbon",7,169,337,3638,4909,3268,64,49
"2024","Juni","Frauenfeld",5,167,320,1430,3068,2661,53,32
"2024","Juni","Kreuzlingen",6,150,295,2646,4616,3094,69,52
"2024","Juni","Bellinzona",17,417,861,6558,9003,6188,49,35
"2024","Juni","Ascona",36,1353,2709,18848,53704,30595,75,66
"2024","Juni","Locarno",23,832,1748,14466,29816,17771,71,57
"2024","Juni","Muralto",17,426,832,7014,15166,8864,69,61
"2024","Juni","Lugano",42,1741,3125,33636,61648,37232,72,66
"2024","Juni","Paradiso",9,518,1123,11404,19407,11166,72,58
"2024","Juni","Collina d'Oro",4,83,170,411,1045,634,25,20
"2024","Juni","Monteceneri",4,38,71,153,308,201,19,16
"2024","Juni","Chiasso",4,126,269,1987,2825,1696,45,35
"2024","Juni","Mendrisio",9,200,418,4079,5278,3447,57,42
"2024","Juni","Leysin",5,454,1442,5860,16354,8852,72,40
"2024","Juni","Ollon",9,504,1072,4919,11733,7698,51,36
"2024","Juni","Ormont-Dessus",5,230,461,1956,6681,4592,67,48
"2024","Juni","Bullet",5,89,201,911,1771,1118,43,32
"2024","Juni","Lausanne",34,3145,5770,47856,96765,68276,72,56
"2024","Juni","Bourg-en-Lavaux",4,88,161,2188,3478,2356,89,72
"2024","Juni","Morges",7,230,502,3832,6907,4666,68,46
"2024","Juni","Nyon",8,335,697,4979,9385,7251,72,45
"2024","Juni","Château-d'Oex",4,95,175,852,2179,1491,52,42
"2024","Juni","Le Chenit",6,137,288,1597,2677,1756,43,31
"2024","Juni","Montreux",19,1329,2459,25193,49165,28527,72,67
"2024","Juni","Vevey",11,404,652,5394,11182,7966,66,57
"2024","Juni","Blonay - Saint-Légier",4,154,312,3407,4776,2836,63,53
"2024","Juni","Yverdon-les-Bains",6,302,603,4211,6637,4877,54,37
"2024","Juni","Brig-Glis",14,529,1135,8824,18657,11670,74,55
"2024","Juni","Nendaz",6,114,223,1294,2084,1177,37,34
"2024","Juni","Orsières",17,277,732,6489,7356,3748,53,40
"2024","Juni","Val de Bagnes",16,388,862,2507,3984,2566,35,24
"2024","Juni","Goms",11,198,394,1780,3300,2026,35,29
"2024","Juni","Evolène",12,191,399,1433,2285,1312,28,23
"2024","Juni","Leukerbad",26,788,1530,6870,12490,7351,35,30
"2024","Juni","Martigny",8,351,630,6094,9790,6598,63,52
"2024","Juni","Champéry",12,341,712,2415,4765,2998,30,23
"2024","Juni","Saint-Maurice",3,90,156,915,1688,1517,56,36
"2024","Juni","Sierre",5,138,274,1241,2926,1884,46,36
"2024","Juni","Anniviers",21,501,1269,2236,7264,3946,33,23
"2024","Juni","Crans-Montana",26,966,2137,6576,14164,8545,40,29
"2024","Juni","Sion",6,329,636,7627,11423,7703,78,60
"2024","Juni","Saas-Fee",20,505,1131,3145,7812,4127,34,28
"2024","Juni","Saas-Grund",8,176,381,876,3053,1831,39,30
"2024","Juni","Visp",4,132,259,2447,4610,3236,82,59
"2024","Juni","Zermatt",102,3482,7163,67676,125015,63946,69,66
"2024","Juni","La Grande Béroche",4,51,95,608,1179,848,55,41
"2024","Juni","La Chaux-de-Fonds",7,215,361,1983,3333,2442,38,31
"2024","Juni","Neuchâtel",15,565,1004,9264,15385,11282,67,51
"2024","Juni","Laténa",...,...,...,...,...,...,...,...
"2024","Juni","Genève",90,7110,12564,101522,229051,163286,77,61
"2024","Juni","Lancy",3,334,699,6546,11531,8356,83,55
"2024","Juni","Meyrin",12,1970,3147,42770,69334,52425,89,73
"2024","Juni","Vernier",6,998,1670,15843,34886,24686,82,70
"2024","Juni","Delémont",9,222,439,3155,5246,4223,63,40
"2024","Juni","Saignelégier",7,98,212,1575,2333,1423,54,41
"2024","Juni","Porrentruy",10,87,169,950,1651,1091,42,33
"2024","Juni","Clos du Doubs",6,59,133,1047,1586,794,46,41
"2024","Juni","Moutier (JU)",...,...,...,...,...,...,...,...
"2024","Juli","Kloten",8,1477,2779,34185,49478,34341,77,59
"2024","Juli","Opfikon",11,2352,4631,56407,89307,53539,74,63
"2024","Juli","Dübendorf",5,172,273,1891,3664,2609,50,44
"2024","Juli","Uster",5,170,310,1384,4396,3074,58,46
"2024","Juli","Winterthur",18,763,1469,11099,21163,13603,58,47
"2024","Juli","Zürich",126,9341,18338,221489,418823,239245,83,74
"2024","Juli","Wädenswil",4,69,122,1091,1836,1233,59,50
"2024","Juli","Horgen",5,169,295,1821,3853,2679,55,45
"2024","Juli","Langenthal",4,147,286,1375,2248,1531,34,26
"2024","Juli","Bern",41,2876,5548,66834,121996,67088,75,71
"2024","Juli","Köniz",5,65,146,919,2286,1326,66,51
"2024","Juli","Biel/Bienne",8,443,844,6362,12272,8855,64,47
"2024","Juli","Burgdorf",4,100,242,2675,4054,2026,65,54
"2024","Juli","Adelboden",19,722,1519,9456,23684,13914,62,50
"2024","Juli","Aeschi bei Spiez",5,87,170,2086,3521,1964,73,67
"2024","Juli","Kandersteg",17,359,718,10049,19328,9776,88,87
"2024","Juli","Reichenbach im Kandertal",10,179,457,3383,5054,2910,52,36
"2024","Juli","Beatenberg",12,334,782,8341,21449,9333,90,88
"2024","Juli","Brienz (BE)",13,314,700,10706,19399,9221,95,89
"2024","Juli","Grindelwald",50,1666,3776,50044,104016,46554,90,89
"2024","Juli","Interlaken",31,1775,3879,47634,107854,51441,93,90
"2024","Juli","Lauterbrunnen",46,1302,2837,29498,69455,34860,87,79
"2024","Juli","Matten bei Interlaken",6,203,405,3468,7896,4388,70,63
"2024","Juli","Unterseen",13,371,841,9710,22722,10473,91,87
"2024","Juli","Wilderswil",11,351,732,6925,15879,7976,75,72
"2024","Juli","Moutier (BE)",3,34,66,142,220,175,23,15
"2024","Juli","Diemtigen",5,72,191,609,1689,895,42,29
"2024","Juli","Spiez",13,396,720,9510,20425,10909,89,92
"2024","Juli","Hasliberg",12,317,717,5318,12619,6644,68,57
"2024","Juli","Innertkirchen",9,166,371,4122,6576,3786,75,58
"2024","Juli","Meiringen",12,325,775,7629,12848,6646,66,53
"2024","Juli","Lenk",16,445,853,7020,14456,8809,64,55
"2024","Juli","Saanen",28,1053,2126,16890,43441,23699,73,66
"2024","Juli","Langnau im Emmental",4,47,92,696,1257,859,63,47
"2024","Juli","Schangnau",4,58,116,1625,2178,1147,64,61
"2024","Juli","Sigriswil",9,288,540,4973,12505,6514,82,85
"2024","Juli","Thun",16,477,808,13696,22553,13021,88,90
"2024","Juli","Herzogenbuchsee",3,41,75,311,487,344,27,21
"2024","Juli","Emmen",3,250,342,2148,4030,2997,39,38
"2024","Juli","Kriens",4,258,552,8582,16081,7601,95,94
"2024","Juli","Luzern",55,3286,6472,88308,160546,85034,84,80
"2024","Juli","Meggen",3,34,68,1285,2164,900,85,103
"2024","Juli","Vitznau",9,317,668,6349,14143,6949,71,68
"2024","Juli","Weggis",21,767,1417,11179,25930,15094,64,60
"2024","Juli","Sursee",5,139,240,3312,4890,2931,69,67
"2024","Juli","Andermatt",13,487,1101,8568,14932,7236,48,44
"2024","Juli","Gurtnellen",5,43,133,1501,1540,695,52,37
"2024","Juli","Einsiedeln",8,210,464,4956,7758,4456,68,54
"2024","Juli","Feusisberg",5,216,421,2964,4881,3532,54,38
"2024","Juli","Freienbach",5,212,350,2959,5235,3263,50,48
"2024","Juli","Küssnacht (SZ)",7,152,282,2701,4854,3118,66,56
"2024","Juli","Ingenbohl",6,221,415,4727,7996,4612,68,62
"2024","Juli","Morschach",8,455,1237,11595,28627,10819,77,75
"2024","Juli","Schwyz",10,133,315,1665,2386,1394,35,26
"2024","Juli","Engelberg",26,954,1986,18277,37438,17812,60,61
"2024","Juli","Sachseln",10,283,529,4535,8852,5316,61,54
"2024","Juli","Sarnen",7,199,344,2740,6500,4313,70,61
"2024","Juli","Beckenried",6,106,273,2932,4893,2468,75,58
"2024","Juli","Emmetten",5,163,364,3218,5617,3035,62,52
"2024","Juli","Glarus Nord",12,314,733,3198,8442,4567,48,38
"2024","Juli","Glarus Süd",21,279,650,3935,8179,3658,45,43
"2024","Juli","Unterägeri",4,108,188,1558,2777,1810,54,48
"2024","Juli","Zug",9,420,730,3988,10422,7785,60,46
"2024","Juli","Haut-Intyamon",4,34,74,468,716,415,42,34
"2024","Juli","Bulle",5,245,468,5038,7906,5363,71,55
"2024","Juli","Gruyères",6,96,258,2555,3174,1644,55,40
"2024","Juli","Fribourg",7,269,528,4325,6342,4753,57,39
"2024","Juli","Murten",9,153,268,2193,3429,2385,52,42
"2024","Juli","Plaffeien",4,99,255,1809,3666,1952,64,46
"2024","Juli","Egerkingen",4,217,392,6649,8699,4683,70,72
"2024","Juli","Grenchen",4,77,163,786,1806,1288,54,36
"2024","Juli","Olten",8,290,520,4289,7658,4779,53,48
"2024","Juli","Solothurn",9,300,581,5896,9816,6082,65,55
"2024","Juli","Basel",57,4556,8953,86907,149296,89215,64,54
"2024","Juli","Liestal",5,162,297,1174,1847,1399,29,21
"2024","Juli","Pratteln",5,286,645,6374,10934,6564,74,55
"2024","Juli","Schaffhausen",12,398,761,8011,11873,7270,59,50
"2024","Juli","Hundwil",4,79,187,1571,1940,1107,47,34
"2024","Juli","Gais",4,179,265,653,1226,889,16,15
"2024","Juli","Teufen (AR)",4,42,75,406,719,506,39,31
"2024","Juli","Heiden",4,94,182,1314,2831,1691,59,51
"2024","Juli","Appenzell",11,226,479,4102,6644,3880,56,45
"2024","Juli","Gonten",5,70,150,905,2404,1578,73,53
"2024","Juli","St. Gallen",22,1102,2061,12887,24247,15814,47,38
"2024","Juli","Rorschacherberg",3,104,188,1953,3387,2168,67,58
"2024","Juli","Altstätten",5,99,192,492,916,719,23,15
"2024","Juli","Buchs (SG)",6,165,295,1908,3414,2480,48,37
"2024","Juli","Bad Ragaz",12,492,1014,6179,15401,8788,59,50
"2024","Juli","Flums",6,107,214,1185,2516,1510,46,39
"2024","Juli","Quarten",10,231,554,4140,7889,3664,51,46
"2024","Juli","Walenstadt",5,80,163,1416,1870,1186,48,37
"2024","Juli","Amden",7,102,224,1342,2638,1492,57,44
"2024","Juli","Rapperswil-Jona",6,195,364,2052,3855,3205,53,34
"2024","Juli","Eschenbach (SG)",3,17,32,122,193,123,30,24
"2024","Juli","Wildhaus-Alt St. Johann",20,475,1072,4758,10411,6132,43,32
"2024","Juli","Neckertal",8,120,221,654,2379,1488,43,39
"2024","Juli","Uzwil",7,153,252,891,2817,2111,45,36
